Case ID,Activity,Complete Timestamp,Resource,Role,Amount
declaration 86832,Declaration SUBMITTED by EMPLOYEE,2017/01/10 14:35:50.000000,STAFF MEMBER,EMPLOYEE,171.5248229111455
declaration 86832,Declaration FINAL_APPROVED by SUPERVISOR,2017/01/10 14:35:54.000000,STAFF MEMBER,SUPERVISOR,171.5248229111455
declaration 86832,Request Payment,2017/01/11 17:16:15.000000,SYSTEM,UNDEFINED,171.5248229111455
declaration 86832,Payment Handled,2017/01/16 17:32:14.000000,SYSTEM,UNDEFINED,171.5248229111455
declaration 86836,Declaration SUBMITTED by EMPLOYEE,2017/01/10 14:37:53.000000,STAFF MEMBER,EMPLOYEE,24.747362509568255
declaration 86836,Declaration FINAL_APPROVED by SUPERVISOR,2017/01/10 14:38:00.000000,STAFF MEMBER,SUPERVISOR,24.747362509568255
declaration 86836,Request Payment,2017/01/11 17:16:42.000000,SYSTEM,UNDEFINED,24.747362509568255
declaration 86836,Payment Handled,2017/01/16 17:32:14.000000,SYSTEM,UNDEFINED,24.747362509568255
declaration 86760,Declaration SUBMITTED by EMPLOYEE,2017/01/10 17:16:10.000000,STAFF MEMBER,EMPLOYEE,15.395727858142683
declaration 86760,Declaration FINAL_APPROVED by SUPERVISOR,2017/01/10 17:18:15.000000,STAFF MEMBER,SUPERVISOR,15.395727858142683
declaration 86760,Request Payment,2017/01/12 10:07:05.000000,SYSTEM,UNDEFINED,15.395727858142683
declaration 86760,Payment Handled,2017/01/16 17:32:14.000000,SYSTEM,UNDEFINED,15.395727858142683
declaration 86764,Declaration SUBMITTED by EMPLOYEE,2017/01/10 19:01:58.000000,STAFF MEMBER,EMPLOYEE,7.898847603204911
declaration 86764,Declaration FINAL_APPROVED by SUPERVISOR,2017/01/10 19:06:23.000000,STAFF MEMBER,SUPERVISOR,7.898847603204911
declaration 86764,Declaration REJECTED by MISSING,2017/01/12 10:48:18.000000,STAFF MEMBER,MISSING,7.898847603204911
declaration 86764,Declaration SUBMITTED by EMPLOYEE,2017/01/31 18:23:34.000000,STAFF MEMBER,EMPLOYEE,7.898847603204911
declaration 86764,Declaration FINAL_APPROVED by SUPERVISOR,2017/01/31 18:23:37.000000,STAFF MEMBER,SUPERVISOR,7.898847603204911
declaration 86764,Request Payment,2017/02/06 08:46:13.000000,SYSTEM,UNDEFINED,7.898847603204911
declaration 86764,Payment Handled,2017/02/09 17:31:51.000000,SYSTEM,UNDEFINED,7.898847603204911
declaration 86771,Declaration SUBMITTED by EMPLOYEE,2017/01/11 11:17:42.000000,STAFF MEMBER,EMPLOYEE,95.70881157336484
declaration 86771,Declaration APPROVED by PRE_APPROVER,2017/01/11 11:17:48.000000,STAFF MEMBER,PRE_APPROVER,95.70881157336484
declaration 86771,Declaration FINAL_APPROVED by SUPERVISOR,2017/01/11 15:47:37.000000,STAFF MEMBER,SUPERVISOR,95.70881157336484
declaration 86771,Request Payment,2017/01/11 17:17:49.000000,SYSTEM,UNDEFINED,95.70881157336484
declaration 86771,Payment Handled,2017/01/16 17:32:14.000000,SYSTEM,UNDEFINED,95.70881157336484
declaration 86840,Declaration SUBMITTED by EMPLOYEE,2017/01/11 20:01:20.000000,STAFF MEMBER,EMPLOYEE,51.79342618797841
declaration 86840,Declaration FINAL_APPROVED by SUPERVISOR,2017/01/11 20:01:25.000000,STAFF MEMBER,SUPERVISOR,51.79342618797841
declaration 86840,Declaration REJECTED by MISSING,2017/01/12 11:53:52.000000,STAFF MEMBER,MISSING,51.79342618797841
declaration 86840,Declaration SUBMITTED by EMPLOYEE,2017/01/12 13:20:00.000000,STAFF MEMBER,EMPLOYEE,51.79342618797841
declaration 86840,Declaration FINAL_APPROVED by SUPERVISOR,2017/01/12 13:20:02.000000,STAFF MEMBER,SUPERVISOR,51.79342618797841
declaration 86840,Request Payment,2017/01/16 15:44:56.000000,SYSTEM,UNDEFINED,51.79342618797841
declaration 86840,Payment Handled,2017/01/19 17:31:49.000000,SYSTEM,UNDEFINED,51.79342618797841
declaration 86776,Declaration SUBMITTED by EMPLOYEE,2017/01/12 09:46:47.000000,STAFF MEMBER,EMPLOYEE,17.95313418573199
declaration 86776,Declaration FINAL_APPROVED by SUPERVISOR,2017/01/12 09:46:57.000000,STAFF MEMBER,SUPERVISOR,17.95313418573199
declaration 86776,Declaration REJECTED by MISSING,2017/01/12 10:48:42.000000,STAFF MEMBER,MISSING,17.95313418573199
declaration 86776,Declaration SUBMITTED by EMPLOYEE,2017/02/01 13:11:47.000000,STAFF MEMBER,EMPLOYEE,17.95313418573199
declaration 86776,Declaration FINAL_APPROVED by SUPERVISOR,2017/02/01 13:12:55.000000,STAFF MEMBER,SUPERVISOR,17.95313418573199
declaration 86776,Request Payment,2017/02/06 08:50:08.000000,SYSTEM,UNDEFINED,17.95313418573199
declaration 86776,Payment Handled,2017/02/09 17:31:51.000000,SYSTEM,UNDEFINED,17.95313418573199
declaration 86783,Declaration SUBMITTED by EMPLOYEE,2017/01/12 11:43:54.000000,STAFF MEMBER,EMPLOYEE,50.11643728987284
declaration 86783,Declaration FINAL_APPROVED by SUPERVISOR,2017/01/12 11:44:00.000000,STAFF MEMBER,SUPERVISOR,50.11643728987284
declaration 86783,Request Payment,2017/01/17 11:31:27.000000,SYSTEM,UNDEFINED,50.11643728987284
declaration 86783,Payment Handled,2017/01/19 17:31:49.000000,SYSTEM,UNDEFINED,50.11643728987284
declaration 86847,Declaration SUBMITTED by EMPLOYEE,2017/01/12 15:54:04.000000,STAFF MEMBER,EMPLOYEE,6.216376710699573
declaration 86847,Declaration FINAL_APPROVED by SUPERVISOR,2017/01/12 16:22:34.000000,STAFF MEMBER,SUPERVISOR,6.216376710699573
declaration 86847,Request Payment,2017/01/19 15:16:37.000000,SYSTEM,UNDEFINED,6.216376710699573
declaration 86847,Payment Handled,2017/01/23 17:32:00.000000,SYSTEM,UNDEFINED,6.216376710699573
declaration 86851,Declaration SUBMITTED by EMPLOYEE,2017/01/12 16:31:10.000000,STAFF MEMBER,EMPLOYEE,154.58914224073771
declaration 86851,Declaration FINAL_APPROVED by SUPERVISOR,2017/01/12 16:31:54.000000,STAFF MEMBER,SUPERVISOR,154.58914224073771
declaration 86851,Request Payment,2017/01/13 14:08:54.000000,SYSTEM,UNDEFINED,154.58914224073771
declaration 86851,Payment Handled,2017/01/16 17:32:14.000000,SYSTEM,UNDEFINED,154.58914224073771
declaration 86572,Declaration SUBMITTED by EMPLOYEE,2017/01/12 16:36:54.000000,STAFF MEMBER,EMPLOYEE,130.47890904722817
declaration 86572,Declaration FINAL_APPROVED by SUPERVISOR,2017/01/12 16:37:25.000000,STAFF MEMBER,SUPERVISOR,130.47890904722817
declaration 86572,Request Payment,2017/01/13 14:07:43.000000,SYSTEM,UNDEFINED,130.47890904722817
declaration 86572,Payment Handled,2017/01/16 17:32:14.000000,SYSTEM,UNDEFINED,130.47890904722817
declaration 86576,Declaration SUBMITTED by EMPLOYEE,2017/01/12 16:39:51.000000,STAFF MEMBER,EMPLOYEE,581.4820946669951
declaration 86576,Declaration FINAL_APPROVED by SUPERVISOR,2017/01/12 16:39:59.000000,STAFF MEMBER,SUPERVISOR,581.4820946669951
declaration 86576,Request Payment,2017/01/13 14:06:58.000000,SYSTEM,UNDEFINED,581.4820946669951
declaration 86576,Payment Handled,2017/01/16 17:32:14.000000,SYSTEM,UNDEFINED,581.4820946669951
declaration 86855,Declaration SUBMITTED by EMPLOYEE,2017/01/12 16:51:35.000000,STAFF MEMBER,EMPLOYEE,54.61612355264953
declaration 86855,Declaration FINAL_APPROVED by SUPERVISOR,2017/01/12 16:51:49.000000,STAFF MEMBER,SUPERVISOR,54.61612355264953
declaration 86855,Request Payment,2017/01/16 09:54:32.000000,SYSTEM,UNDEFINED,54.61612355264953
declaration 86855,Payment Handled,2017/01/19 17:31:49.000000,SYSTEM,UNDEFINED,54.61612355264953
declaration 86859,Declaration SUBMITTED by EMPLOYEE,2017/01/13 08:57:38.000000,STAFF MEMBER,EMPLOYEE,21.696223612505655
declaration 86859,Declaration FINAL_APPROVED by SUPERVISOR,2017/01/13 08:57:49.000000,STAFF MEMBER,SUPERVISOR,21.696223612505655
declaration 86859,Request Payment,2017/01/18 09:38:55.000000,SYSTEM,UNDEFINED,21.696223612505655
declaration 86859,Payment Handled,2017/01/23 17:32:00.000000,SYSTEM,UNDEFINED,21.696223612505655
declaration 86863,Declaration SUBMITTED by EMPLOYEE,2017/01/13 10:19:09.000000,STAFF MEMBER,EMPLOYEE,84.12812423192081
declaration 86863,Declaration FINAL_APPROVED by SUPERVISOR,2017/01/13 10:30:06.000000,STAFF MEMBER,SUPERVISOR,84.12812423192081
declaration 86863,Request Payment,2017/01/16 15:43:50.000000,SYSTEM,UNDEFINED,84.12812423192081
declaration 86863,Payment Handled,2017/01/19 17:31:49.000000,SYSTEM,UNDEFINED,84.12812423192081
declaration 86867,Declaration SUBMITTED by EMPLOYEE,2017/01/13 11:04:14.000000,STAFF MEMBER,EMPLOYEE,26.008402911786877
declaration 86867,Declaration FINAL_APPROVED by SUPERVISOR,2017/01/13 11:12:42.000000,STAFF MEMBER,SUPERVISOR,26.008402911786877
declaration 86867,Request Payment,2017/01/17 11:29:59.000000,SYSTEM,UNDEFINED,26.008402911786877
declaration 86867,Payment Handled,2017/01/19 17:31:49.000000,SYSTEM,UNDEFINED,26.008402911786877
declaration 86871,Declaration SUBMITTED by EMPLOYEE,2017/01/13 15:25:57.000000,STAFF MEMBER,EMPLOYEE,47.886543434729134
declaration 86871,Declaration FINAL_APPROVED by SUPERVISOR,2017/01/13 15:33:48.000000,STAFF MEMBER,SUPERVISOR,47.886543434729134
declaration 86871,Request Payment,2017/01/25 10:30:05.000000,SYSTEM,UNDEFINED,47.886543434729134
declaration 86871,Payment Handled,2017/01/30 17:31:35.000000,SYSTEM,UNDEFINED,47.886543434729134
declaration 86580,Declaration SUBMITTED by EMPLOYEE,2017/01/13 15:50:28.000000,STAFF MEMBER,EMPLOYEE,48.638993667249295
declaration 86580,Declaration FINAL_APPROVED by SUPERVISOR,2017/01/13 15:52:06.000000,STAFF MEMBER,SUPERVISOR,48.638993667249295
declaration 86580,Request Payment,2017/01/16 10:00:37.000000,SYSTEM,UNDEFINED,48.638993667249295
declaration 86580,Payment Handled,2017/01/19 17:31:49.000000,SYSTEM,UNDEFINED,48.638993667249295
declaration 86584,Declaration SUBMITTED by EMPLOYEE,2017/01/13 18:42:03.000000,STAFF MEMBER,EMPLOYEE,61.06851575306652
declaration 86584,Declaration FINAL_APPROVED by SUPERVISOR,2017/01/13 18:47:27.000000,STAFF MEMBER,SUPERVISOR,61.06851575306652
declaration 86584,Request Payment,2017/01/16 09:59:40.000000,SYSTEM,UNDEFINED,61.06851575306652
declaration 86584,Payment Handled,2017/01/19 17:31:49.000000,SYSTEM,UNDEFINED,61.06851575306652
declaration 86875,Declaration SUBMITTED by EMPLOYEE,2017/01/14 15:49:35.000000,STAFF MEMBER,EMPLOYEE,3.6422609627334985
declaration 86875,Declaration APPROVED by PRE_APPROVER,2017/01/14 15:49:50.000000,STAFF MEMBER,PRE_APPROVER,3.6422609627334985
declaration 86875,Declaration FINAL_APPROVED by SUPERVISOR,2017/01/17 10:42:23.000000,STAFF MEMBER,SUPERVISOR,3.6422609627334985
declaration 86875,Request Payment,2017/01/19 10:52:26.000000,SYSTEM,UNDEFINED,3.6422609627334985
declaration 86875,Payment Handled,2017/01/23 17:32:00.000000,SYSTEM,UNDEFINED,3.6422609627334985
declaration 86588,Declaration SUBMITTED by EMPLOYEE,2017/01/15 23:38:01.000000,STAFF MEMBER,EMPLOYEE,47.98810550758658
declaration 86588,Declaration FINAL_APPROVED by SUPERVISOR,2017/01/15 23:39:30.000000,STAFF MEMBER,SUPERVISOR,47.98810550758658
declaration 86588,Request Payment,2017/01/18 09:41:20.000000,SYSTEM,UNDEFINED,47.98810550758658
declaration 86588,Payment Handled,2017/02/16 17:31:48.000000,SYSTEM,UNDEFINED,47.98810550758658
declaration 86592,Declaration SUBMITTED by EMPLOYEE,2017/01/16 08:35:41.000000,STAFF MEMBER,EMPLOYEE,13.412837867868399
declaration 86592,Declaration FINAL_APPROVED by SUPERVISOR,2017/01/16 08:35:51.000000,STAFF MEMBER,SUPERVISOR,13.412837867868399
declaration 86592,Request Payment,2017/01/25 10:29:36.000000,SYSTEM,UNDEFINED,13.412837867868399
declaration 86592,Payment Handled,2017/01/30 17:31:35.000000,SYSTEM,UNDEFINED,13.412837867868399
declaration 86880,Declaration SUBMITTED by EMPLOYEE,2017/01/16 15:18:35.000000,STAFF MEMBER,EMPLOYEE,15.605041747072127
declaration 86880,Declaration FINAL_APPROVED by SUPERVISOR,2017/01/16 15:20:19.000000,STAFF MEMBER,SUPERVISOR,15.605041747072127
declaration 86880,Request Payment,2017/01/17 11:27:44.000000,SYSTEM,UNDEFINED,15.605041747072127
declaration 86880,Payment Handled,2017/01/19 17:31:49.000000,SYSTEM,UNDEFINED,15.605041747072127
declaration 86884,Declaration SUBMITTED by EMPLOYEE,2017/01/16 15:52:44.000000,STAFF MEMBER,EMPLOYEE,40.93217991603471
declaration 86884,Declaration FINAL_APPROVED by SUPERVISOR,2017/01/16 17:39:23.000000,STAFF MEMBER,SUPERVISOR,40.93217991603471
declaration 86884,Request Payment,2017/01/17 15:36:18.000000,SYSTEM,UNDEFINED,40.93217991603471
declaration 86884,Payment Handled,2017/01/19 17:31:49.000000,SYSTEM,UNDEFINED,40.93217991603471
declaration 86888,Declaration SUBMITTED by EMPLOYEE,2017/01/17 09:50:34.000000,STAFF MEMBER,EMPLOYEE,58.866543097234256
declaration 86888,Declaration FINAL_APPROVED by SUPERVISOR,2017/01/17 10:02:53.000000,STAFF MEMBER,SUPERVISOR,58.866543097234256
declaration 86888,Request Payment,2017/01/17 15:35:33.000000,SYSTEM,UNDEFINED,58.866543097234256
declaration 86888,Payment Handled,2017/01/19 17:31:49.000000,SYSTEM,UNDEFINED,58.866543097234256
declaration 86596,Declaration SUBMITTED by EMPLOYEE,2017/01/17 10:30:00.000000,STAFF MEMBER,EMPLOYEE,23.990142391667657
declaration 86596,Declaration FINAL_APPROVED by SUPERVISOR,2017/01/17 10:30:33.000000,STAFF MEMBER,SUPERVISOR,23.990142391667657
declaration 86596,Request Payment,2017/01/20 08:56:30.000000,SYSTEM,UNDEFINED,23.990142391667657
declaration 86596,Payment Handled,2017/01/23 17:32:00.000000,SYSTEM,UNDEFINED,23.990142391667657
declaration 86600,Declaration SUBMITTED by EMPLOYEE,2017/01/17 10:51:09.000000,STAFF MEMBER,EMPLOYEE,21.06848880122083
declaration 86600,Declaration FINAL_APPROVED by SUPERVISOR,2017/01/17 10:51:45.000000,STAFF MEMBER,SUPERVISOR,21.06848880122083
declaration 86600,Request Payment,2017/01/19 15:16:17.000000,SYSTEM,UNDEFINED,21.06848880122083
declaration 86600,Payment Handled,2017/01/23 17:32:00.000000,SYSTEM,UNDEFINED,21.06848880122083
declaration 86604,Declaration SUBMITTED by EMPLOYEE,2017/01/17 10:51:37.000000,STAFF MEMBER,EMPLOYEE,59.461631562157415
declaration 86604,Declaration REJECTED by SUPERVISOR,2017/01/17 10:53:09.000000,STAFF MEMBER,SUPERVISOR,59.461631562157415
declaration 86604,Declaration REJECTED by EMPLOYEE,2017/01/20 09:05:00.000000,STAFF MEMBER,EMPLOYEE,59.461631562157415
declaration 86604,Declaration SUBMITTED by EMPLOYEE,2017/01/20 16:30:13.000000,STAFF MEMBER,EMPLOYEE,59.461631562157415
declaration 86604,Declaration FINAL_APPROVED by SUPERVISOR,2017/01/20 16:30:38.000000,STAFF MEMBER,SUPERVISOR,59.461631562157415
declaration 86604,Request Payment,2017/01/23 14:47:36.000000,SYSTEM,UNDEFINED,59.461631562157415
declaration 86604,Payment Handled,2017/01/26 17:30:39.000000,SYSTEM,UNDEFINED,59.461631562157415
declaration 86702,Declaration SAVED by EMPLOYEE,2017/01/17 16:02:56.000000,STAFF MEMBER,EMPLOYEE,0.0
declaration 86708,Declaration SUBMITTED by EMPLOYEE,2017/01/18 09:05:04.000000,STAFF MEMBER,EMPLOYEE,110.51789031808528
declaration 86708,Declaration REJECTED by PRE_APPROVER,2017/01/18 09:05:20.000000,STAFF MEMBER,PRE_APPROVER,110.51789031808528
declaration 86708,Declaration REJECTED by EMPLOYEE,2017/01/18 09:29:42.000000,STAFF MEMBER,EMPLOYEE,110.51789031808528
declaration 86708,Declaration SUBMITTED by EMPLOYEE,2017/01/18 11:07:02.000000,STAFF MEMBER,EMPLOYEE,110.51789031808528
declaration 86708,Declaration APPROVED by PRE_APPROVER,2017/01/18 11:07:35.000000,STAFF MEMBER,PRE_APPROVER,110.51789031808528
declaration 86708,Declaration FINAL_APPROVED by SUPERVISOR,2017/01/18 11:43:52.000000,STAFF MEMBER,SUPERVISOR,110.51789031808528
declaration 86708,Request Payment,2017/01/19 16:22:12.000000,SYSTEM,UNDEFINED,110.51789031808528
declaration 86708,Payment Handled,2017/01/23 17:32:00.000000,SYSTEM,UNDEFINED,110.51789031808528
